0	1	7588	0.779696
0	2	7612	0.782162
0	3	7672	0.788327
0	4	7596	0.780518
0	5	7624	0.783395
0	6	7636	0.784628
0	7	7626	0.783600
0	8	7616	0.782573
0	9	7602	0.781134
0	10	7628	0.783806
0	11	7604	0.781340
0	12	7634	0.784423
0	13	7652	0.786272
0	14	7616	0.782573
0	15	7604	0.781340
0	16	7666	0.787711
0	17	7612	0.782162
0	18	7600	0.780929
0	19	7626	0.783600
0	20	7548	0.775586
0	21	7626	0.783600
0	22	7634	0.784423
0	23	7612	0.782162
0	24	7630	0.784012
0	25	7642	0.785245
0	26	7614	0.782367
0	27	7614	0.782367
0	28	7556	0.776408
0	29	7666	0.787711
0	30	7574	0.778257
0	31	7642	0.785245
0	32	7636	0.784628
0	33	7588	0.779696
0	34	7676	0.788738
0	35	7616	0.782573
0	36	7634	0.784423
0	37	7606	0.781545
0	38	7608	0.781751
0	39	7616	0.782573
0	40	7620	0.782984
0	41	7596	0.780518
0	42	7610	0.781956
0	43	7612	0.782162
0	44	7612	0.782162
0	45	7630	0.784012
0	46	7618	0.782778
0	47	7572	0.778052
0	48	7610	0.781956
0	49	7546	0.775380
0	50	7552	0.775997
0	51	7620	0.782984
0	52	7676	0.788738
0	53	7650	0.786067
0	54	7598	0.780723
0	55	7586	0.779490
0	56	7576	0.778463
0	57	7600	0.780929
0	58	7644	0.785450
0	59	7596	0.780518
0	60	7618	0.782778
0	61	7604	0.781340
0	62	7572	0.778052
0	63	7646	0.785656
0	64	7640	0.785039
0	65	7610	0.781956
0	66	7582	0.779079
0	67	7646	0.785656
0	68	7628	0.783806
0	69	7620	0.782984
0	70	7610	0.781956
0	71	7686	0.789766
0	72	7574	0.778257
0	73	7616	0.782573
0	74	7614	0.782367
0	75	7608	0.781751
0	76	7594	0.780312
0	77	7576	0.778463
0	78	7650	0.786067
0	79	7668	0.787916
0	80	7626	0.783600
0	81	7640	0.785039
0	82	7566	0.777435
0	83	7590	0.779901
0	84	7642	0.785245
0	85	7592	0.780107
0	86	7600	0.780929
0	87	7664	0.787505
0	88	7574	0.778257
0	89	7590	0.779901
0	90	7662	0.787300
0	91	7662	0.787300
0	92	7620	0.782984
0	93	7616	0.782573
0	94	7622	0.783189
0	95	7626	0.783600
0	96	7666	0.787711
0	97	7656	0.786683
0	98	7630	0.784012
0	99	7600	0.780929
1	2	7580	0.778874
1	3	7594	0.780312
1	4	7566	0.777435
1	5	7592	0.780107
1	6	7596	0.780518
1	7	7554	0.776202
1	8	7622	0.783189
1	9	7554	0.776202
1	10	7584	0.779285
1	11	7598	0.780723
1	12	7618	0.782778
1	13	7626	0.783600
1	14	7610	0.781956
1	15	7596	0.780518
1	16	7640	0.785039
1	17	7610	0.781956
1	18	7552	0.775997
1	19	7616	0.782573
1	20	7570	0.777846
1	21	7598	0.780723
1	22	7544	0.775175
1	23	7626	0.783600
1	24	7620	0.782984
1	25	7606	0.781545
1	26	7556	0.776408
1	27	7552	0.775997
1	28	7582	0.779079
1	29	7582	0.779079
1	30	7566	0.777435
1	31	7580	0.778874
1	32	7612	0.782162
1	33	7626	0.783600
1	34	7584	0.779285
1	35	7602	0.781134
1	36	7594	0.780312
1	37	7612	0.782162
1	38	7630	0.784012
1	39	7570	0.777846
1	40	7632	0.784217
1	41	7628	0.783806
1	42	7568	0.777641
1	43	7662	0.787300
1	44	7574	0.778257
1	45	7642	0.785245
1	46	7608	0.781751
1	47	7616	0.782573
1	48	7578	0.778668
1	49	7570	0.777846
1	50	7588	0.779696
1	51	7588	0.779696
1	52	7568	0.777641
1	53	7564	0.777230
1	54	7604	0.781340
1	55	7690	0.790177
1	56	7578	0.778668
1	57	7574	0.778257
1	58	7642	0.785245
1	59	7620	0.782984
1	60	7630	0.784012
1	61	7606	0.781545
1	62	7606	0.781545
1	63	7576	0.778463
1	64	7620	0.782984
1	65	7612	0.782162
1	66	7578	0.778668
1	67	7646	0.785656
1	68	7570	0.777846
1	69	7608	0.781751
1	70	7600	0.780929
1	71	7590	0.779901
1	72	7652	0.786272
1	73	7610	0.781956
1	74	7618	0.782778
1	75	7566	0.777435
1	76	7622	0.783189
1	77	7618	0.782778
1	78	7660	0.787094
1	79	7640	0.785039
1	80	7594	0.780312
1	81	7584	0.779285
1	82	7646	0.785656
1	83	7562	0.777024
1	84	7600	0.780929
1	85	7610	0.781956
1	86	7678	0.788944
1	87	7546	0.775380
1	88	7642	0.785245
1	89	7596	0.780518
1	90	7592	0.780107
1	91	7658	0.786889
1	92	7596	0.780518
1	93	7604	0.781340
1	94	7572	0.778052
1	95	7566	0.777435
1	96	7622	0.783189
1	97	7676	0.788738
1	98	7652	0.786272
1	99	7638	0.784834
2	3	7602	0.781134
2	4	7586	0.779490
2	5	7590	0.779901
2	6	7610	0.781956
2	7	7514	0.772092
2	8	7600	0.780929
2	9	7574	0.778257
2	10	7594	0.780312
2	11	7600	0.780929
2	12	7586	0.779490
2	13	7610	0.781956
2	14	7654	0.786478
2	15	7574	0.778257
2	16	7612	0.782162
2	17	7564	0.777230
2	18	7606	0.781545
2	19	7682	0.789355
2	20	7632	0.784217
2	21	7630	0.784012
2	22	7606	0.781545
2	23	7646	0.785656
2	24	7568	0.777641
2	25	7590	0.779901
2	26	7546	0.775380
2	27	7590	0.779901
2	28	7580	0.778874
2	29	7554	0.776202
2	30	7564	0.777230
2	31	7594	0.780312
2	32	7662	0.787300
2	33	7616	0.782573
2	34	7582	0.779079
2	35	7590	0.779901
2	36	7588	0.779696
2	37	7612	0.782162
2	38	7572	0.778052
2	39	7616	0.782573
2	40	7596	0.780518
2	41	7570	0.777846
2	42	7636	0.784628
2	43	7594	0.780312
2	44	7588	0.779696
2	45	7524	0.773120
2	46	7556	0.776408
2	47	7554	0.776202
2	48	7610	0.781956
2	49	7602	0.781134
2	50	7620	0.782984
2	51	7648	0.785861
2	52	7580	0.778874
2	53	7656	0.786683
2	54	7640	0.785039
2	55	7682	0.789355
2	56	7630	0.784012
2	57	7616	0.782573
2	58	7576	0.778463
2	59	7638	0.784834
2	60	7580	0.778874
2	61	7600	0.780929
2	62	7572	0.778052
2	63	7542	0.774969
2	64	7630	0.784012
2	65	7626	0.783600
2	66	7604	0.781340
2	67	7632	0.784217
2	68	7614	0.782367
2	69	7582	0.779079
2	70	7620	0.782984
2	71	7658	0.786889
2	72	7600	0.780929
2	73	7508	0.771476
2	74	7634	0.784423
2	75	7638	0.784834
2	76	7622	0.783189
2	77	7642	0.785245
2	78	7606	0.781545
2	79	7636	0.784628
2	80	7614	0.782367
2	81	7642	0.785245
2	82	7628	0.783806
2	83	7574	0.778257
2	84	7604	0.781340
2	85	7660	0.787094
2	86	7624	0.783395
2	87	7576	0.778463
2	88	7628	0.783806
2	89	7606	0.781545
2	90	7590	0.779901
2	91	7642	0.785245
2	92	7604	0.781340
2	93	7604	0.781340
2	94	7590	0.779901
2	95	7660	0.787094
2	96	7626	0.783600
2	97	7658	0.786889
2	98	7650	0.786067
2	99	7634	0.784423
3	4	7580	0.778874
3	5	7572	0.778052
3	6	7550	0.775791
3	7	7592	0.780107
3	8	7598	0.780723
3	9	7608	0.781751
3	10	7590	0.779901
3	11	7586	0.779490
3	12	7624	0.783395
3	13	7650	0.786067
3	14	7626	0.783600
3	15	7602	0.781134
3	16	7618	0.782778
3	17	7590	0.779901
3	18	7670	0.788122
3	19	7580	0.778874
3	20	7554	0.776202
3	21	7588	0.779696
3	22	7570	0.777846
3	23	7578	0.778668
3	24	7598	0.780723
3	25	7634	0.784423
3	26	7602	0.781134
3	27	7640	0.785039
3	28	7622	0.783189
3	29	7602	0.781134
3	30	7596	0.780518
3	31	7660	0.787094
3	32	7594	0.780312
3	33	7618	0.782778
3	34	7634	0.784423
3	35	7648	0.785861
3	36	7612	0.782162
3	37	7610	0.781956
3	38	7600	0.780929
3	39	7570	0.777846
3	40	7628	0.783806
3	41	7604	0.781340
3	42	7588	0.779696
3	43	7598	0.780723
3	44	7608	0.781751
3	45	7596	0.780518
3	46	7630	0.784012
3	47	7588	0.779696
3	48	7618	0.782778
3	49	7570	0.777846
3	50	7592	0.780107
3	51	7626	0.783600
3	52	7620	0.782984
3	53	7594	0.780312
3	54	7650	0.786067
3	55	7598	0.780723
